(~I ==> ~B) . What is ~B ?	(~I ==> ~B) . What is ~B ?	(~I ==> ~B)	Unknown HELP!
(D & J) & (I & C) & (I & C) & (~B ^ I) & ~G & (C ^ ~H) & (C ^ ~H) & ~G & (~B ^ I) & ~G . What is I ?	(D & J) & (I & C) & (~B ^ I) & ~G & (C ^ ~H) . What is I ?	(D & J) & (I & C) & (~B ^ I) & ~G & (C ^ ~H)	True
(~D & G) & (~D & G) & (~B <=> ~D) & (~B <=> ~D) & ~B & ~B . What is D ?	(~D & G) & (~B <=> ~D) & ~B . What is D ?	(~D & G) & (~B <=> ~D) & ~B	False
J & H & (~I ^ ~B) & H & (G ==> ~E) & J & J & (~I ^ ~B) & (G ==> ~E) & (~I ^ ~B) . What is H ?	J & H & (~I ^ ~B) & (G ==> ~E) . What is H ?	J & H & (~I ^ ~B) & (G ==> ~E)	True
F & F . What is F ?	F . What is F ?	F	True
(H & A) & (H & A) . What is A ?	(H & A) . What is A ?	(H & A)	True
(~B & J) & B & (~B & J) & (~C <=> D) & B & (~B & J) & A & A & (~E ==> ~B) & (~C <=> D) & (~C <=> D) . What is E ?	(~B & J) & B & (~C <=> D) & A & (~E ==> ~B) . What is E ?	(~B & J) & B & (~C <=> D) & A & (~E ==> ~B)	Contradictory
(~F <=> C) & C & (~F <=> C) & (~F <=> C) & (C & I) & (C & I) & (C & I) & C . What is F ?	(~F <=> C) & C & (C & I) . What is F ?	(~F <=> C) & C & (C & I)	False
B & B & B . What is ~B ?	B . What is ~B ?	B	False
I & I & I . What is I ?	I . What is I ?	I	True
~F & (~F ^ ~H) & (~F ^ ~H) & (~F ^ ~H) & ~F & (J ==> ~F) & (J ==> ~F) . What is F ?	~F & (~F ^ ~H) & (J ==> ~F) . What is F ?	~F & (~F ^ ~H) & (J ==> ~F)	False
E & E . What is E ?	E . What is E ?	E	True
(~B ==> C) & (D ==> ~B) & (~I & D) & (D ==> ~B) & (D ==> ~B) . What is D ?	(~B ==> C) & (D ==> ~B) & (~I & D) . What is D ?	(~B ==> C) & (D ==> ~B) & (~I & D)	True
(B & ~C) & (~H ==> B) & (B & ~C) & ~G & (~H ==> B) & (F ==> ~H) & (B & ~C) & (F ==> ~H) & (~H ==> B) & (F ==> ~H) & (~G & ~E) & (~G & ~E) . What is ~B ?	(B & ~C) & (~H ==> B) & ~G & (F ==> ~H) & (~G & ~E) . What is ~B ?	(B & ~C) & (~H ==> B) & ~G & (F ==> ~H) & (~G & ~E)	False
~F & (~D | E) & (~D | E) & (F ^ ~D) & (~D | E) & H & H & ~F & (I ==> J) & H & (E & ~G) & (E & ~G) & (I ==> J) & (I ==> J) . What is ~F ?	~F & (~D | E) & (F ^ ~D) & H & (I ==> J) & (E & ~G) . What is ~F ?	~F & (~D | E) & (F ^ ~D) & H & (I ==> J) & (E & ~G)	True
~H & (D & ~J) & J & ~H & (A | H) & (D & ~J) & J & (E ==> ~C) & (E ==> ~C) & (~C ==> A) & (E ==> ~C) & (A | H) & (~C ==> A) & (~C ==> A) . What is B ?	~H & (D & ~J) & J & (A | H) & (E ==> ~C) & (~C ==> A) . What is B ?	~H & (D & ~J) & J & (A | H) & (E ==> ~C) & (~C ==> A)	Contradictory
(~A & B) & (B ^ D) & ~D & (B ^ D) . What is B ?	(~A & B) & (B ^ D) & ~D . What is B ?	(~A & B) & (B ^ D) & ~D	True
E & (G ==> ~C) & (~C ^ ~E) & (~C ^ ~E) & E . What is C ?	E & (G ==> ~C) & (~C ^ ~E) . What is C ?	E & (G ==> ~C) & (~C ^ ~E)	False
A & A . What is ~A ?	A . What is ~A ?	A	False
H & H & E & E & E & (H & F) & (~G ==> H) & (~G ==> H) & (F | ~B) & (E | C) & (H & F) & (F | ~B) . What is H ?	H & E & (H & F) & (~G ==> H) & (F | ~B) & (E | C) . What is H ?	H & E & (H & F) & (~G ==> H) & (F | ~B) & (E | C)	True
(D <=> J) & (D <=> J) & ~E & ~E & (~B ^ C) & (J & F) & (J & F) & J & J & J & (~B ^ C) . What is ~D ?	(D <=> J) & ~E & (~B ^ C) & (J & F) & J . What is ~D ?	(D <=> J) & ~E & (~B ^ C) & (J & F) & J	False
~G & ~G & ~G . What is ~H ?	~G . What is ~H ?	~G	Unknown HELP!
(~B ^ ~F) & ~B & (C & H) & ~H & ~H . What is C ?	(~B ^ ~F) & ~B & (C & H) & ~H . What is C ?	(~B ^ ~F) & ~B & (C & H) & ~H	Contradictory
(G | A) & (A | ~C) & G & G & G & (A | ~C) . What is ~G ?	(G | A) & (A | ~C) & G . What is ~G ?	(G | A) & (A | ~C) & G	False
E & E & E . What is D ?	E . What is D ?	E	Unknown HELP!
~J . What is ~J ?	~J . What is ~J ?	~J	True
G & (G <=> ~D) & (I ^ G) & G & G & (G <=> ~D) & (I ^ G) & (~D <=> J) & (~D <=> J) & (I ^ G) . What is ~I ?	G & (G <=> ~D) & (I ^ G) & (~D <=> J) . What is ~I ?	G & (G <=> ~D) & (I ^ G) & (~D <=> J)	True
(E & J) & J & J & (~B & ~C) & J . What is ~C ?	(E & J) & J & (~B & ~C) . What is ~C ?	(E & J) & J & (~B & ~C)	True
G . What is ~G ?	G . What is ~G ?	G	False
(I <=> ~G) & ~G & (I <=> ~G) & (~J ^ I) & (~J ^ I) & (~J ^ I) . What is I ?	(I <=> ~G) & ~G & (~J ^ I) . What is I ?	(I <=> ~G) & ~G & (~J ^ I)	True
(J ^ D) . What is H ?	(J ^ D) . What is H ?	(J ^ D)	Unknown HELP!
(~J | ~I) & (D & ~J) & (~E & D) . What is ~J ?	(~J | ~I) & (D & ~J) & (~E & D) . What is ~J ?	(~J | ~I) & (D & ~J) & (~E & D)	True
(~I ^ ~J) & B & (~I ^ ~J) & B & B . What is ~G ?	(~I ^ ~J) & B . What is ~G ?	(~I ^ ~J) & B	Unknown HELP!
F & (A ==> H) & (H ==> I) & (I & B) & (A ==> H) & (C & J) & (H ==> I) & (I & B) . What is ~B ?	F & (A ==> H) & (H ==> I) & (I & B) & (C & J) . What is ~B ?	F & (A ==> H) & (H ==> I) & (I & B) & (C & J)	False
B . What is ~B ?	B . What is ~B ?	B	False
(G <=> ~E) & (~H ^ G) & (~H ^ G) & (~E & ~B) & (~E & ~B) & (G <=> ~E) . What is B ?	(G <=> ~E) & (~H ^ G) & (~E & ~B) . What is B ?	(G <=> ~E) & (~H ^ G) & (~E & ~B)	False
~H & (B & C) & (B & C) & (E ^ B) & ~H & (B & C) . What is ~E ?	~H & (B & C) & (E ^ B) . What is ~E ?	~H & (B & C) & (E ^ B)	True
C & (~C <=> ~F) & (~C <=> ~F) & (J | ~D) & C & (J | ~D) & (~C <=> ~F) & (~B ==> ~C) & I & I & (~F ^ A) & (J | ~D) & (~B ==> ~C) & I & (~F ^ A) & (~F ^ A) . What is ~A ?	C & (~C <=> ~F) & (J | ~D) & (~B ==> ~C) & I & (~F ^ A) . What is ~A ?	C & (~C <=> ~F) & (J | ~D) & (~B ==> ~C) & I & (~F ^ A)	False
(~B ==> E) & (~B ==> E) . What is E ?	(~B ==> E) . What is E ?	(~B ==> E)	Unknown HELP!
(B ^ ~I) & (B ^ ~I) & (B ^ ~I) & (D & B) & (D & B) & (~H ==> D) & (D & B) & (~H ==> D) & (~H ==> D) . What is B ?	(B ^ ~I) & (D & B) & (~H ==> D) . What is B ?	(B ^ ~I) & (D & B) & (~H ==> D)	True
F & F . What is F ?	F . What is F ?	F	True
(~D | ~A) & (~H | C) & (~H | C) & ~D & (C ==> B) & (~D | ~A) & (~D | ~A) . What is ~G ?	(~D | ~A) & (~H | C) & ~D & (C ==> B) . What is ~G ?	(~D | ~A) & (~H | C) & ~D & (C ==> B)	Unknown HELP!
(G ==> J) & (G ==> J) & (D & G) & (G ==> J) & (J ==> ~H) & (J ==> ~H) & (J ==> ~H) . What is J ?	(G ==> J) & (D & G) & (J ==> ~H) . What is J ?	(G ==> J) & (D & G) & (J ==> ~H)	True
(C & D) & (J ^ ~I) & B & I & B & (D ^ ~B) & (D ^ ~B) & (~B <=> ~H) & (~B <=> ~H) & (~B <=> ~H) . What is B ?	(C & D) & (J ^ ~I) & B & I & (D ^ ~B) & (~B <=> ~H) . What is B ?	(C & D) & (J ^ ~I) & B & I & (D ^ ~B) & (~B <=> ~H)	True
(~I ^ ~G) & (~G | ~B) & (~I ^ ~G) & (~I ^ ~G) . What is ~G ?	(~I ^ ~G) & (~G | ~B) . What is ~G ?	(~I ^ ~G) & (~G | ~B)	Unknown HELP!
~C & ~C & ~C . What is ~C ?	~C . What is ~C ?	~C	True
(J ^ ~I) & A & (~B <=> J) & A & (~B <=> J) & (~B <=> J) & (J ^ ~I) . What is A ?	(J ^ ~I) & A & (~B <=> J) . What is A ?	(J ^ ~I) & A & (~B <=> J)	True
~A & ~A & ~A . What is ~A ?	~A . What is ~A ?	~A	True
~B & ~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
(~H | B) & (~G ==> ~H) & (~H | B) & ~G & ~G & (D ^ ~G) & (D ^ ~G) & (D ^ ~G) . What is D ?	(~H | B) & (~G ==> ~H) & ~G & (D ^ ~G) . What is D ?	(~H | B) & (~G ==> ~H) & ~G & (D ^ ~G)	False
(E <=> G) & (A & E) & (A & E) & (E <=> G) . What is ~A ?	(E <=> G) & (A & E) . What is ~A ?	(E <=> G) & (A & E)	False
~G & (G ^ ~J) & ~G . What is ~G ?	~G & (G ^ ~J) . What is ~G ?	~G & (G ^ ~J)	True
(J & H) & (J & H) & (D & J) & (I & ~C) & (D & J) & (I & ~C) & (J & H) & ~I & (I & ~C) & ~I . What is D ?	(J & H) & (D & J) & (I & ~C) & ~I . What is D ?	(J & H) & (D & J) & (I & ~C) & ~I	Contradictory
J & (~H | ~A) & (~H | ~A) & (~B ^ E) & (~A & ~D) & (~A & ~D) & F & (~D | ~C) & F & (~B ^ E) & F & (~D | ~C) & (~D | ~C) . What is J ?	J & (~H | ~A) & (~B ^ E) & (~A & ~D) & F & (~D | ~C) . What is J ?	J & (~H | ~A) & (~B ^ E) & (~A & ~D) & F & (~D | ~C)	True
(~H ==> ~A) & (~H ==> ~A) & (~A & ~G) & (~A & ~G) . What is A ?	(~H ==> ~A) & (~A & ~G) . What is A ?	(~H ==> ~A) & (~A & ~G)	False
C & (~B <=> ~G) & G & (~A ==> H) & (~A ==> H) . What is B ?	C & (~B <=> ~G) & G & (~A ==> H) . What is B ?	C & (~B <=> ~G) & G & (~A ==> H)	True
~I & (~A | B) & (B <=> I) & (B <=> I) & (~A | B) . What is A ?	~I & (~A | B) & (B <=> I) . What is A ?	~I & (~A | B) & (B <=> I)	False
(E | J) & J & (E | J) & (J ==> ~G) & (J ==> ~G) . What is ~J ?	(E | J) & J & (J ==> ~G) . What is ~J ?	(E | J) & J & (J ==> ~G)	False
~J . What is ~J ?	~J . What is ~J ?	~J	True
(J | ~C) & ~J & (~A <=> ~B) & (~A <=> ~B) & (~E & ~A) & (~E & ~A) . What is A ?	(J | ~C) & ~J & (~A <=> ~B) & (~E & ~A) . What is A ?	(J | ~C) & ~J & (~A <=> ~B) & (~E & ~A)	False
~E . What is ~E ?	~E . What is ~E ?	~E	True
~B . What is B ?	~B . What is B ?	~B	False
(~F | A) & (~F | A) & (~F | A) & (A ==> J) & ~A & ~A & (A ==> J) . What is ~A ?	(~F | A) & (A ==> J) & ~A . What is ~A ?	(~F | A) & (A ==> J) & ~A	True
~G & (I ==> G) & (H ^ I) & ~G & ~G . What is ~I ?	~G & (I ==> G) & (H ^ I) . What is ~I ?	~G & (I ==> G) & (H ^ I)	True
(~I ^ ~G) & (~I ^ ~G) & G & G & (C <=> ~B) & G & (~B & ~E) & (~B & ~E) & (C <=> ~B) & (C <=> ~B) . What is ~B ?	(~I ^ ~G) & G & (C <=> ~B) & (~B & ~E) . What is ~B ?	(~I ^ ~G) & G & (C <=> ~B) & (~B & ~E)	True
G . What is H ?	G . What is H ?	G	Unknown HELP!
~A & ~A . What is A ?	~A . What is A ?	~A	False
H & H . What is ~H ?	H . What is ~H ?	H	False
F & F & (~H ==> A) & (~F & B) & (~F & B) & (~H ==> A) & (~H ==> A) & (~F & B) . What is ~H ?	F & (~H ==> A) & (~F & B) . What is ~H ?	F & (~H ==> A) & (~F & B)	Contradictory
(~F ==> ~A) & (~C ^ ~B) & (~F ==> ~A) & (~B ==> J) & B & (~C ^ ~B) & E & (~B ==> J) & (~C ^ ~B) & (~B ==> J) & E & B & E . What is C ?	(~F ==> ~A) & (~C ^ ~B) & (~B ==> J) & B & E . What is C ?	(~F ==> ~A) & (~C ^ ~B) & (~B ==> J) & B & E	False
(~E | C) & (C & J) & (D | ~E) & (~E | C) & (~E | C) & (C & J) . What is ~J ?	(~E | C) & (C & J) & (D | ~E) . What is ~J ?	(~E | C) & (C & J) & (D | ~E)	False
D & (~I ==> ~G) & (~J & ~I) & (~I ==> ~G) & (A ^ ~J) & (~I ==> ~G) & (~F ==> E) & (~F ==> E) & (~F ==> E) & (~J & ~I) & (~J & ~I) . What is G ?	D & (~I ==> ~G) & (~J & ~I) & (A ^ ~J) & (~F ==> E) . What is G ?	D & (~I ==> ~G) & (~J & ~I) & (A ^ ~J) & (~F ==> E)	False
~B & (I <=> ~B) & (~H ==> ~G) & (~G ==> A) & (~H ==> ~G) & (I <=> ~B) & (~H ==> ~G) & C & (~G ==> A) & (C & ~H) & C & (~G ==> A) & (C & ~H) & (C & ~H) . What is ~G ?	~B & (I <=> ~B) & (~H ==> ~G) & (~G ==> A) & C & (C & ~H) . What is ~G ?	~B & (I <=> ~B) & (~H ==> ~G) & (~G ==> A) & C & (C & ~H)	True
(~G ^ ~D) & (~D | I) & (~C | ~F) & C & C & ~E & (~C | ~F) & ~E & ~E . What is ~E ?	(~G ^ ~D) & (~D | I) & (~C | ~F) & C & ~E . What is ~E ?	(~G ^ ~D) & (~D | I) & (~C | ~F) & C & ~E	True
~J & ~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(~I ^ G) & (~I ^ G) & (~I ^ G) & J & J & J . What is J ?	(~I ^ G) & J . What is J ?	(~I ^ G) & J	True
(~E <=> H) & (~E <=> H) & ~D & (~E <=> H) . What is D ?	(~E <=> H) & ~D . What is D ?	(~E <=> H) & ~D	False
J & J & J . What is J ?	J . What is J ?	J	True
(~H <=> ~G) & (~H <=> ~G) & ~G & (~G ^ E) & ~G . What is ~E ?	(~H <=> ~G) & ~G & (~G ^ E) . What is ~E ?	(~H <=> ~G) & ~G & (~G ^ E)	True
E & E . What is E ?	E . What is E ?	E	True
~I . What is ~I ?	~I . What is ~I ?	~I	True
(~J ^ I) & ~H & ~I & ~H & (~J ^ I) & (A <=> ~E) & (A <=> ~E) . What is ~H ?	(~J ^ I) & ~H & ~I & (A <=> ~E) . What is ~H ?	(~J ^ I) & ~H & ~I & (A <=> ~E)	True
~I & J & (~J | F) & (E ==> ~C) & (E ==> ~C) . What is ~J ?	~I & J & (~J | F) & (E ==> ~C) . What is ~J ?	~I & J & (~J | F) & (E ==> ~C)	False
(~B <=> G) & ~F & (F & D) & (~B <=> G) & ~B . What is ~G ?	(~B <=> G) & ~F & (F & D) & ~B . What is ~G ?	(~B <=> G) & ~F & (F & D) & ~B	Contradictory
~F & ~F & ~F . What is F ?	~F . What is F ?	~F	False
(~E <=> ~C) & (~C ==> I) & (J & ~D) & (~C ==> I) & ~J & A & A & A & ~J & ~J . What is ~E ?	(~E <=> ~C) & (~C ==> I) & (J & ~D) & ~J & A . What is ~E ?	(~E <=> ~C) & (~C ==> I) & (J & ~D) & ~J & A	Contradictory
(~H & E) & (C <=> B) & (C <=> B) & (~H & E) & (E & C) & (~H & E) & (E & C) & (E & C) . What is E ?	(~H & E) & (C <=> B) & (E & C) . What is E ?	(~H & E) & (C <=> B) & (E & C)	True
B & B & B . What is ~B ?	B . What is ~B ?	B	False
(~H ==> ~A) & (~A & ~D) & (~A & ~D) & (~A & ~D) . What is A ?	(~H ==> ~A) & (~A & ~D) . What is A ?	(~H ==> ~A) & (~A & ~D)	False
(~A & G) & G & (~A & G) & G & (D | ~A) & (D | ~A) & (D | ~A) & G . What is G ?	(~A & G) & G & (D | ~A) . What is G ?	(~A & G) & G & (D | ~A)	True
(I | J) & (I | J) & (~G ==> I) & B & (J <=> ~B) & (J <=> ~B) & (J <=> ~B) . What is J ?	(I | J) & (~G ==> I) & B & (J <=> ~B) . What is J ?	(I | J) & (~G ==> I) & B & (J <=> ~B)	False
(H & B) & (~D ==> G) & ~C & ~C & ~C & (G ^ ~E) . What is ~E ?	(H & B) & (~D ==> G) & ~C & (G ^ ~E) . What is ~E ?	(H & B) & (~D ==> G) & ~C & (G ^ ~E)	Unknown HELP!
I & I & I . What is ~I ?	I . What is ~I ?	I	False
~J & (~E <=> H) & (~E <=> H) & ~J & ~J & (~I <=> C) & B & (G & ~A) & B & (C ==> G) & (~E <=> H) . What is G ?	~J & (~E <=> H) & (~I <=> C) & B & (G & ~A) & (C ==> G) . What is G ?	~J & (~E <=> H) & (~I <=> C) & B & (G & ~A) & (C ==> G)	True
~A & (F & E) & (B ==> ~H) & (F & E) & ~A & (B ==> ~H) & (B ==> ~H) . What is F ?	~A & (F & E) & (B ==> ~H) . What is F ?	~A & (F & E) & (B ==> ~H)	True
~H & ~H & ~H . What is H ?	~H . What is H ?	~H	False
(B & ~I) & (B & ~I) & (~I ==> ~F) & D & D & D & (G <=> B) & (~D ==> E) & (G <=> B) & (~D ==> E) & (~D ==> E) . What is B ?	(B & ~I) & (~I ==> ~F) & D & (G <=> B) & (~D ==> E) . What is B ?	(B & ~I) & (~I ==> ~F) & D & (G <=> B) & (~D ==> E)	True
(A & ~G) & (~G <=> ~J) & (A & ~G) & (~G <=> ~J) & (~G <=> ~J) & (A & ~G) . What is ~G ?	(A & ~G) & (~G <=> ~J) . What is ~G ?	(A & ~G) & (~G <=> ~J)	True
~C & (E <=> C) & H & (~G ^ E) & (H & ~D) & (~J ==> ~G) & ~C & (H & ~D) & (H & ~D) & ~C . What is E ?	~C & (E <=> C) & H & (~G ^ E) & (H & ~D) & (~J ==> ~G) . What is E ?	~C & (E <=> C) & H & (~G ^ E) & (H & ~D) & (~J ==> ~G)	False
(~G ==> ~A) & (J & ~G) & (~G ==> ~A) & (J & ~G) & (J & ~G) & ~G & ~G & ~G . What is A ?	(~G ==> ~A) & (J & ~G) & ~G . What is A ?	(~G ==> ~A) & (J & ~G) & ~G	False
(~A <=> ~J) & (~A <=> ~J) & (~G ==> B) & (~G ==> B) & (~J & ~G) & (~J & ~G) & (~G ==> B) . What is ~A ?	(~A <=> ~J) & (~G ==> B) & (~J & ~G) . What is ~A ?	(~A <=> ~J) & (~G ==> B) & (~J & ~G)	True
B & B & B . What is ~B ?	B . What is ~B ?	B	False
(~B <=> I) & ~D & (~B <=> I) & (~B <=> I) . What is D ?	(~B <=> I) & ~D . What is D ?	(~B <=> I) & ~D	False
E & (E | ~D) & (~D & ~J) & (E | ~D) & (~D & ~J) . What is J ?	E & (E | ~D) & (~D & ~J) . What is J ?	E & (E | ~D) & (~D & ~J)	False
A & A & A . What is A ?	A . What is A ?	A	True
(~B ==> ~D) & (~C & ~B) & (~B ==> ~D) & (~C & ~B) & (~D <=> H) . What is ~C ?	(~B ==> ~D) & (~C & ~B) & (~D <=> H) . What is ~C ?	(~B ==> ~D) & (~C & ~B) & (~D <=> H)	True
A . What is E ?	A . What is E ?	A	Unknown HELP!
(~D & ~A) & (~A & B) & (~G & ~D) & (~A & B) & ~A & (~G & ~D) & (~G & ~D) & ~A & (~A & B) . What is ~D ?	(~D & ~A) & (~A & B) & (~G & ~D) & ~A . What is ~D ?	(~D & ~A) & (~A & B) & (~G & ~D) & ~A	True
(F & ~C) & (~C ^ ~H) & (~C ^ ~H) & (~C ^ ~H) & (~H ==> ~B) . What is B ?	(F & ~C) & (~C ^ ~H) & (~H ==> ~B) . What is B ?	(F & ~C) & (~C ^ ~H) & (~H ==> ~B)	Unknown HELP!
(J ==> ~H) & (~E ^ ~A) & (~G ==> C) & G & (~G ==> C) & (~G ==> C) & (J ==> ~H) & ~E & (~H ^ ~G) & ~E . What is ~G ?	(J ==> ~H) & (~E ^ ~A) & (~G ==> C) & G & ~E & (~H ^ ~G) . What is ~G ?	(J ==> ~H) & (~E ^ ~A) & (~G ==> C) & G & ~E & (~H ^ ~G)	False
C & C & (~B ==> ~C) & (~B ==> ~C) . What is C ?	C & (~B ==> ~C) . What is C ?	C & (~B ==> ~C)	True
(~C | B) & (A ^ ~C) & (~G & A) & (~G & A) & (A ^ ~C) & (A ^ ~C) . What is A ?	(~C | B) & (A ^ ~C) & (~G & A) . What is A ?	(~C | B) & (A ^ ~C) & (~G & A)	True
(D & ~J) & (~J ^ ~G) & E & (~F <=> D) & (~J ^ ~G) & (D & ~J) & (~J ^ ~G) & E & (D & ~J) & ~A & (~F <=> D) & E & (~B ^ C) & (~B ^ C) . What is ~G ?	(D & ~J) & (~J ^ ~G) & E & (~F <=> D) & ~A & (~B ^ C) . What is ~G ?	(D & ~J) & (~J ^ ~G) & E & (~F <=> D) & ~A & (~B ^ C)	False
(B <=> C) & (B <=> C) & (B <=> C) & I & (~G | ~I) & I & (~G | ~I) & (~I | B) & (~G | ~I) & (~I | B) & (~I | B) . What is ~C ?	(B <=> C) & I & (~G | ~I) & (~I | B) . What is ~C ?	(B <=> C) & I & (~G | ~I) & (~I | B)	False
(~A | F) & (~A | F) & (I ==> H) & (I ==> H) & (I ==> H) & (H & ~A) & (H & ~A) & (H & ~A) . What is ~H ?	(~A | F) & (I ==> H) & (H & ~A) . What is ~H ?	(~A | F) & (I ==> H) & (H & ~A)	False
(~H & E) & (I & ~A) & (I & ~A) & ~H . What is I ?	(~H & E) & (I & ~A) & ~H . What is I ?	(~H & E) & (I & ~A) & ~H	True
~J & ~J . What is J ?	~J . What is J ?	~J	False
(G ^ B) & (A & ~E) & (A & ~E) & (A & ~E) & (G ^ B) & (G ^ B) & (B ^ A) & (B ^ A) & (B ^ A) . What is B ?	(G ^ B) & (A & ~E) & (B ^ A) . What is B ?	(G ^ B) & (A & ~E) & (B ^ A)	False
(~F ^ ~E) & (~C & D) & (~E | ~C) . What is D ?	(~F ^ ~E) & (~C & D) & (~E | ~C) . What is D ?	(~F ^ ~E) & (~C & D) & (~E | ~C)	True
~J & (~F | ~I) & (~A <=> E) & (J ^ ~A) & (J ^ ~A) & (~A <=> E) & (J ^ ~A) & ~J & ~J & H & (E | C) . What is E ?	~J & (~F | ~I) & (~A <=> E) & (J ^ ~A) & H & (E | C) . What is E ?	~J & (~F | ~I) & (~A <=> E) & (J ^ ~A) & H & (E | C)	True
H & (~H <=> ~E) & H & (~E <=> ~D) & (~E <=> ~D) & (~H <=> ~E) & (~E <=> ~D) . What is ~E ?	H & (~H <=> ~E) & (~E <=> ~D) . What is ~E ?	H & (~H <=> ~E) & (~E <=> ~D)	False
(A & J) & A . What is ~A ?	(A & J) & A . What is ~A ?	(A & J) & A	False
J & (F | ~E) & (F | ~E) & (F | ~E) . What is ~J ?	J & (F | ~E) . What is ~J ?	J & (F | ~E)	False
(J | H) & ~B & (J | H) & ~A & (~E & C) & (~E & C) . What is B ?	(J | H) & ~B & ~A & (~E & C) . What is B ?	(J | H) & ~B & ~A & (~E & C)	False
(~J | A) & (A ^ ~H) & (~G & ~J) & (~J | A) & (A ^ ~H) & (~G & ~J) . What is J ?	(~J | A) & (A ^ ~H) & (~G & ~J) . What is J ?	(~J | A) & (A ^ ~H) & (~G & ~J)	False
~J & ~J & ~J & (~B | J) & (~B | J) & (~B | J) . What is B ?	~J & (~B | J) . What is B ?	~J & (~B | J)	False
(E & D) . What is D ?	(E & D) . What is D ?	(E & D)	True
E . What is E ?	E . What is E ?	E	True
(~E & ~I) & (~E & ~I) . What is I ?	(~E & ~I) . What is I ?	(~E & ~I)	False
(~F & ~A) & (~F & ~A) & (~F & ~A) . What is E ?	(~F & ~A) . What is E ?	(~F & ~A)	Unknown HELP!
(~C ^ ~I) . What is ~G ?	(~C ^ ~I) . What is ~G ?	(~C ^ ~I)	Unknown HELP!
(~H & F) & (~H & F) & (~C ==> ~H) & (J | ~C) & (J | ~C) & (~C ==> ~H) & (~C ==> ~H) . What is F ?	(~H & F) & (~C ==> ~H) & (J | ~C) . What is F ?	(~H & F) & (~C ==> ~H) & (J | ~C)	True
C & C . What is C ?	C . What is C ?	C	True
D & D . What is ~D ?	D . What is ~D ?	D	False
(A & I) & (~F & A) & G & (H | ~F) & ~C & ~C & (C ==> D) & ~C & (~F & A) & (H | ~F) & (~F & A) & (H | ~F) & G & (C ==> D) . What is ~A ?	(A & I) & (~F & A) & G & (H | ~F) & ~C & (C ==> D) . What is ~A ?	(A & I) & (~F & A) & G & (H | ~F) & ~C & (C ==> D)	False
J & (~F <=> ~C) & J & (B & I) & (I <=> ~F) & ~D & (~H & ~D) & ~D & ~D & (~H & ~D) & (I <=> ~F) & (B & I) & (I <=> ~F) & (B & I) & (~H & ~D) . What is ~B ?	J & (~F <=> ~C) & (B & I) & (I <=> ~F) & ~D & (~H & ~D) . What is ~B ?	J & (~F <=> ~C) & (B & I) & (I <=> ~F) & ~D & (~H & ~D)	False
(F & E) & (~H & ~D) & (E <=> ~H) & ~D & ~D & (F & E) . What is F ?	(F & E) & (~H & ~D) & (E <=> ~H) & ~D . What is F ?	(F & E) & (~H & ~D) & (E <=> ~H) & ~D	True
(~B & ~A) & D & A & A & (E & D) . What is I ?	(~B & ~A) & D & A & (E & D) . What is I ?	(~B & ~A) & D & A & (E & D)	Contradictory
(H & ~F) & I & I & (~A ==> H) & (J | E) & (~A ==> H) & (J | E) & (~G <=> ~A) & (~G <=> ~A) & (~G <=> ~A) . What is C ?	(H & ~F) & I & (~A ==> H) & (J | E) & (~G <=> ~A) . What is C ?	(H & ~F) & I & (~A ==> H) & (J | E) & (~G <=> ~A)	Unknown HELP!
(~C & D) . What is D ?	(~C & D) . What is D ?	(~C & D)	True
~H & ~H & ~H . What is D ?	~H . What is D ?	~H	Unknown HELP!
(D ==> ~J) & ~C & (D ==> ~J) & (~H <=> D) & ~H & ~H & (~I <=> B) & (~G ^ ~H) & (~I <=> B) & (~G ^ ~H) & ~H & (~G ^ ~H) & ~C & (~I <=> B) & (~H <=> D) . What is ~H ?	(D ==> ~J) & ~C & (~H <=> D) & ~H & (~I <=> B) & (~G ^ ~H) . What is ~H ?	(D ==> ~J) & ~C & (~H <=> D) & ~H & (~I <=> B) & (~G ^ ~H)	True
E & E . What is ~E ?	E . What is ~E ?	E	False
(~H & A) & (A | F) & F . What is A ?	(~H & A) & (A | F) & F . What is A ?	(~H & A) & (A | F) & F	True
E & (~B & H) & (~B & H) & (~E | F) & E . What is ~B ?	E & (~B & H) & (~E | F) . What is ~B ?	E & (~B & H) & (~E | F)	True
(G & I) & G . What is G ?	(G & I) & G . What is G ?	(G & I) & G	True
(~D | ~C) & (~J & ~A) & (~G <=> ~J) & ~D & ~D & (~G <=> ~J) & (~G <=> ~J) & (~J & ~A) . What is B ?	(~D | ~C) & (~J & ~A) & (~G <=> ~J) & ~D . What is B ?	(~D | ~C) & (~J & ~A) & (~G <=> ~J) & ~D	Unknown HELP!
(A | ~F) & (A | ~F) & F & F . What is F ?	(A | ~F) & F . What is F ?	(A | ~F) & F	True
~G . What is G ?	~G . What is G ?	~G	False
(F <=> G) & (F <=> G) & (F <=> G) & (G & J) & (G & J) . What is J ?	(F <=> G) & (G & J) . What is J ?	(F <=> G) & (G & J)	True
(~B ^ ~I) & (C <=> ~B) & (~B ^ ~I) & (F & C) & (C <=> ~B) & (C <=> ~B) . What is F ?	(~B ^ ~I) & (C <=> ~B) & (F & C) . What is F ?	(~B ^ ~I) & (C <=> ~B) & (F & C)	True
