E & (~B ==> C) & E & (~E ^ ~G) & (~E ^ ~G) & E & (~E ^ ~G) & (~B ==> C) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G)	Unknown HELP!
(B ^ ~H) & (B ^ ~H) & ~F & (~H ^ D) & (~F | B) & (~A ==> I) & (~H ^ D) & (~F | B) & ~I & ~I & (~A ==> I) & (~A ==> I) & ~I . What is F ?	(B ^ ~H) & ~F & (~H ^ D) & (~F | B) & (~A ==> I) & ~I . What is F ?	(B ^ ~H) & ~F & (~H ^ D) & (~F | B) & (~A ==> I) & ~I	False
(I <=> F) & (F ^ ~D) & (~A & ~B) & (~G <=> I) & (~G <=> I) & (~G <=> I) & (F ^ ~D) & A & A & A & (I <=> F) & (I <=> F) . What is F ?	(I <=> F) & (F ^ ~D) & (~A & ~B) & (~G <=> I) & A . What is F ?	(I <=> F) & (F ^ ~D) & (~A & ~B) & (~G <=> I) & A	Contradictory
F & F & F . What is ~F ?	F . What is ~F ?	F	False
(~D <=> ~H) & (B & ~I) & (~H & B) & (~H & B) . What is ~B ?	(~D <=> ~H) & (B & ~I) & (~H & B) . What is ~B ?	(~D <=> ~H) & (B & ~I) & (~H & B)	False
~D & ~D . What is D ?	~D . What is D ?	~D	False
(~G ==> J) & (~D ==> ~I) & ~H & ~H & ~A . What is I ?	(~G ==> J) & (~D ==> ~I) & ~H & ~A . What is I ?	(~G ==> J) & (~D ==> ~I) & ~H & ~A	Unknown HELP!
~B & ~B & ~B . What is B ?	~B . What is B ?	~B	False
(~G <=> F) & (E <=> ~D) & (A ==> H) & (E <=> ~D) & (F & E) & (F & E) & A & A & (E <=> ~D) & A & (~G <=> F) . What is D ?	(~G <=> F) & (E <=> ~D) & (A ==> H) & (F & E) & A . What is D ?	(~G <=> F) & (E <=> ~D) & (A ==> H) & (F & E) & A	False
(E <=> I) & (~C <=> A) & A & A & (A <=> E) & (A <=> E) & (A <=> E) . What is ~I ?	(E <=> I) & (~C <=> A) & A & (A <=> E) . What is ~I ?	(E <=> I) & (~C <=> A) & A & (A <=> E)	False
~F . What is ~A ?	~F . What is ~A ?	~F	Unknown HELP!
(~I & J) & (J | G) & (~C ==> F) & (~C ==> F) & (J | G) & (~C ==> F) & C & (J | G) . What is ~I ?	(~I & J) & (J | G) & (~C ==> F) & C . What is ~I ?	(~I & J) & (J | G) & (~C ==> F) & C	True
 . What is J ?	 . What is J ?		Unknown HELP!
I . What is I ?	I . What is I ?	I	True
~H & ~H & (~D <=> H) & (~D <=> H) & ~H . What is ~D ?	~H & (~D <=> H) . What is ~D ?	~H & (~D <=> H)	False
 . What is D ?	 . What is D ?		Unknown HELP!
(F & G) & (E | A) & ~G & (E | A) . What is A ?	(F & G) & (E | A) & ~G . What is A ?	(F & G) & (E | A) & ~G	Contradictory
~I & ~I & ~I . What is I ?	~I . What is I ?	~I	False
(A ^ E) & (E & B) & (E & B) & (A ^ E) & (A ^ E) . What is A ?	(A ^ E) & (E & B) . What is A ?	(A ^ E) & (E & B)	False
(~C ^ ~E) & (~C ^ ~E) & (~E & ~F) . What is E ?	(~C ^ ~E) & (~E & ~F) . What is E ?	(~C ^ ~E) & (~E & ~F)	False
(~J ^ I) & ~C & (~J ^ I) & (~J ^ I) & (I & ~B) & ~C & (E & ~F) & ~C & (E & ~F) & (E & ~F) . What is ~I ?	(~J ^ I) & ~C & (I & ~B) & (E & ~F) . What is ~I ?	(~J ^ I) & ~C & (I & ~B) & (E & ~F)	False
~H & ~H . What is H ?	~H . What is H ?	~H	False
F & (~A & B) . What is ~B ?	F & (~A & B) . What is ~B ?	F & (~A & B)	False
C & C & C . What is ~C ?	C . What is ~C ?	C	False
~H & (H ^ F) & (~B | A) & (H ^ F) & (~B | A) & (H ^ F) & (A & G) & (A & G) & (A & G) . What is G ?	~H & (H ^ F) & (~B | A) & (A & G) . What is G ?	~H & (H ^ F) & (~B | A) & (A & G)	True
~H & ~G & (E <=> G) & ~H & ~H & (J ^ F) & ~G & (~C | E) & (~C | E) . What is E ?	~H & ~G & (E <=> G) & (J ^ F) & (~C | E) . What is E ?	~H & ~G & (E <=> G) & (J ^ F) & (~C | E)	False
(F | ~B) & (~A & F) & (G <=> E) & (G <=> E) & ~E & (F | ~B) & (G <=> E) & (F | ~B) & ~E & (~A & F) . What is F ?	(F | ~B) & (~A & F) & (G <=> E) & ~E . What is F ?	(F | ~B) & (~A & F) & (G <=> E) & ~E	True
(H | D) & G & (C & ~J) & (~J & E) & (A | C) & (~J & E) & (C & ~J) & (A | C) & (C & ~J) . What is ~C ?	(H | D) & G & (C & ~J) & (~J & E) & (A | C) . What is ~C ?	(H | D) & G & (C & ~J) & (~J & E) & (A | C)	False
~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
~H & ~H . What is H ?	~H . What is H ?	~H	False
(~I & A) & (A | F) & (A | F) & (~I & A) & ~A & (~I & A) & ~A . What is ~F ?	(~I & A) & (A | F) & ~A . What is ~F ?	(~I & A) & (A | F) & ~A	Contradictory
(A & H) & (H ==> D) & (A & H) & (H ==> D) . What is D ?	(A & H) & (H ==> D) . What is D ?	(A & H) & (H ==> D)	True
(~B <=> F) & (C ^ ~A) & ~F & ~A & ~A & (C ^ ~A) . What is A ?	(~B <=> F) & (C ^ ~A) & ~F & ~A . What is A ?	(~B <=> F) & (C ^ ~A) & ~F & ~A	False
C & (~I | ~D) & C & C & (~H <=> ~I) & (~E <=> ~H) & (~I | ~D) & (~I | ~D) & (~E <=> ~H) & (~H <=> ~I) & (~H <=> ~I) . What is ~C ?	C & (~I | ~D) & (~H <=> ~I) & (~E <=> ~H) . What is ~C ?	C & (~I | ~D) & (~H <=> ~I) & (~E <=> ~H)	False
(~C ^ H) & (~F <=> G) & ~F & (H & E) & (H & E) & (~C ^ H) & ~F & (~C ^ H) & (~A ^ ~C) & (~A ^ ~C) . What is C ?	(~C ^ H) & (~F <=> G) & ~F & (H & E) & (~A ^ ~C) . What is C ?	(~C ^ H) & (~F <=> G) & ~F & (H & E) & (~A ^ ~C)	True
(~F ==> B) & (I & C) & C & F & F & C & (~F ==> B) & (~F ==> B) & C . What is A ?	(~F ==> B) & (I & C) & C & F . What is A ?	(~F ==> B) & (I & C) & C & F	Unknown HELP!
~A . What is A ?	~A . What is A ?	~A	False
D & (C ==> ~H) & (A ==> J) & ~E & (C ==> ~H) & ~E & ~E & (A ==> J) & (A ==> J) . What is ~E ?	D & (C ==> ~H) & (A ==> J) & ~E . What is ~E ?	D & (C ==> ~H) & (A ==> J) & ~E	True
(G | ~E) & (G | ~E) & (G | ~E) & A & A & A . What is ~A ?	(G | ~E) & A . What is ~A ?	(G | ~E) & A	False
(F <=> A) & (F <=> A) & (F <=> A) & (~E & G) & (~E & G) & B & (~E & G) & B & B . What is ~E ?	(F <=> A) & (~E & G) & B . What is ~E ?	(F <=> A) & (~E & G) & B	True
~C & (I | D) & (I | D) & ~C & (I | D) . What is ~C ?	~C & (I | D) . What is ~C ?	~C & (I | D)	True
~E & ~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
(~B & C) . What is B ?	(~B & C) . What is B ?	(~B & C)	False
I & (~I | ~G) & (~I | ~G) & (J & H) & (J & H) . What is J ?	I & (~I | ~G) & (J & H) . What is J ?	I & (~I | ~G) & (J & H)	True
F & (~H & G) & ~H & (~H & G) & (~H & G) & F & (~A ==> D) . What is ~F ?	F & (~H & G) & ~H & (~A ==> D) . What is ~F ?	F & (~H & G) & ~H & (~A ==> D)	False
(H <=> ~G) & (J & F) & (E ^ ~D) & (F <=> H) & (J & F) & (E ^ ~D) & C & C . What is H ?	(H <=> ~G) & (J & F) & (E ^ ~D) & (F <=> H) & C . What is H ?	(H <=> ~G) & (J & F) & (E ^ ~D) & (F <=> H) & C	True
G & G & G . What is G ?	G . What is G ?	G	True
(J & E) & (E & F) & I & ~E & (J & E) & (I ==> ~A) & ~E & I & ~E & I & (I ==> ~A) . What is ~E ?	(J & E) & (E & F) & I & ~E & (I ==> ~A) . What is ~E ?	(J & E) & (E & F) & I & ~E & (I ==> ~A)	Contradictory
(~F <=> C) & H & J & H & J & (~H <=> ~D) & (~F <=> C) & (~H <=> ~D) . What is ~J ?	(~F <=> C) & H & J & (~H <=> ~D) . What is ~J ?	(~F <=> C) & H & J & (~H <=> ~D)	False
(E & ~F) & J & (E & ~F) & J & A & (E & ~F) & (~A ==> ~D) & A . What is J ?	(E & ~F) & J & A & (~A ==> ~D) . What is J ?	(E & ~F) & J & A & (~A ==> ~D)	True
D & (J ==> E) & (J ==> E) & (J ==> E) . What is D ?	D & (J ==> E) . What is D ?	D & (J ==> E)	True
D & (~A ==> ~G) & (J ==> D) & (~G <=> ~I) & (~G <=> ~I) & (J ==> D) & (~G <=> ~I) . What is ~I ?	D & (~A ==> ~G) & (J ==> D) & (~G <=> ~I) . What is ~I ?	D & (~A ==> ~G) & (J ==> D) & (~G <=> ~I)	Unknown HELP!
H & H . What is H ?	H . What is H ?	H	True
~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
(~D & ~F) & (H ==> B) & (B & ~D) & D & D & (B & ~D) . What is H ?	(~D & ~F) & (H ==> B) & (B & ~D) & D . What is H ?	(~D & ~F) & (H ==> B) & (B & ~D) & D	Contradictory
I & (I <=> ~G) & (I <=> ~G) . What is G ?	I & (I <=> ~G) . What is G ?	I & (I <=> ~G)	False
B & B & B & (F & ~H) & (F & ~H) . What is ~B ?	B & (F & ~H) . What is ~B ?	B & (F & ~H)	False
(F & ~C) & (F & ~C) & (F & ~C) & A & ~J & (~I & ~H) . What is I ?	(F & ~C) & A & ~J & (~I & ~H) . What is I ?	(F & ~C) & A & ~J & (~I & ~H)	False
(I ==> ~E) & ~I . What is ~I ?	(I ==> ~E) & ~I . What is ~I ?	(I ==> ~E) & ~I	True
G & ~H & ~H & (C <=> I) & (H | ~E) . What is H ?	G & ~H & (C <=> I) & (H | ~E) . What is H ?	G & ~H & (C <=> I) & (H | ~E)	False
(G | ~H) & (~A ==> G) . What is ~G ?	(G | ~H) & (~A ==> G) . What is ~G ?	(G | ~H) & (~A ==> G)	Unknown HELP!
G & G & G . What is ~G ?	G . What is ~G ?	G	False
(J ==> ~D) & (B ==> ~C) & (J ==> ~D) & C & (~D <=> ~G) & G & (B ==> ~C) & G & C & (B ==> ~C) & C . What is ~D ?	(J ==> ~D) & (B ==> ~C) & C & (~D <=> ~G) & G . What is ~D ?	(J ==> ~D) & (B ==> ~C) & C & (~D <=> ~G) & G	False
(H | D) & J & J & (G | E) & (F | H) & (D ^ C) & ~A & (F | H) . What is ~H ?	(H | D) & J & (G | E) & (F | H) & (D ^ C) & ~A . What is ~H ?	(H | D) & J & (G | E) & (F | H) & (D ^ C) & ~A	Unknown HELP!
(~D | ~F) & (B ^ ~G) & (J ==> E) & ~C & ~C & (J ==> E) & (~G | J) & (B ^ ~G) & B & B & ~C & (~D | ~F) & (~D | ~F) . What is B ?	(~D | ~F) & (B ^ ~G) & (J ==> E) & ~C & (~G | J) & B . What is B ?	(~D | ~F) & (B ^ ~G) & (J ==> E) & ~C & (~G | J) & B	True
D & (~A ^ ~E) & (~A ^ ~E) & (~E ==> ~D) & (~E ==> ~D) & D & D . What is A ?	D & (~A ^ ~E) & (~E ==> ~D) . What is A ?	D & (~A ^ ~E) & (~E ==> ~D)	False
(B ^ ~I) & (B ^ ~I) & (B ^ ~I) & (~I & ~H) . What is H ?	(B ^ ~I) & (~I & ~H) . What is H ?	(B ^ ~I) & (~I & ~H)	False
~B & (H & E) & (~D ^ H) & (H & E) & (~D ^ H) & (~D ^ H) . What is ~H ?	~B & (H & E) & (~D ^ H) . What is ~H ?	~B & (H & E) & (~D ^ H)	False
(~D ==> E) & D & (E & ~J) & D & D . What is D ?	(~D ==> E) & D & (E & ~J) . What is D ?	(~D ==> E) & D & (E & ~J)	True
(~G & A) & ~F & (E <=> ~I) & (E <=> ~I) & (~G & A) & ~F & (~G & A) . What is ~G ?	(~G & A) & ~F & (E <=> ~I) . What is ~G ?	(~G & A) & ~F & (E <=> ~I)	True
~B . What is ~B ?	~B . What is ~B ?	~B	True
~B & ~B & ~B & (~D ^ G) & (~D ^ G) . What is B ?	~B & (~D ^ G) . What is B ?	~B & (~D ^ G)	False
B & (~C | ~J) & (~C | ~J) & (~B ^ ~C) . What is ~C ?	B & (~C | ~J) & (~B ^ ~C) . What is ~C ?	B & (~C | ~J) & (~B ^ ~C)	True
(~G ==> J) & ~J & (~G ==> J) & ~J . What is J ?	(~G ==> J) & ~J . What is J ?	(~G ==> J) & ~J	False
(~J | ~C) & (~J | ~C) & I & ~A & (~J | ~C) & I & (~I & E) & (~I & E) & ~A & (~C ^ ~G) & ~A & (~C ^ ~G) & I & (~I & E) & (~C ^ ~G) . What is A ?	(~J | ~C) & I & ~A & (~I & E) & (~C ^ ~G) . What is A ?	(~J | ~C) & I & ~A & (~I & E) & (~C ^ ~G)	Contradictory
~A & ~A & ~A . What is A ?	~A . What is A ?	~A	False
~J & (~G ==> ~E) & (~G ==> ~E) & (~G ==> ~E) . What is J ?	~J & (~G ==> ~E) . What is J ?	~J & (~G ==> ~E)	False
(~G <=> I) & (I ==> C) & ~G & (I ==> C) & ~A & ~A & (J | E) & (I ==> C) & (~D ^ ~G) & (~D ^ ~G) & (~D ^ ~G) . What is ~G ?	(~G <=> I) & (I ==> C) & ~G & ~A & (J | E) & (~D ^ ~G) . What is ~G ?	(~G <=> I) & (I ==> C) & ~G & ~A & (J | E) & (~D ^ ~G)	True
~J & ~J & (~A & ~E) & (~A & ~E) & ~J & (~A & ~E) . What is A ?	~J & (~A & ~E) . What is A ?	~J & (~A & ~E)	False
H & H . What is ~H ?	H . What is ~H ?	H	False
B & B . What is ~B ?	B . What is ~B ?	B	False
(E ==> B) & (B ==> ~A) & E & E & E & (E ==> B) & (E ==> B) . What is ~A ?	(E ==> B) & (B ==> ~A) & E . What is ~A ?	(E ==> B) & (B ==> ~A) & E	True
F & (F ==> A) & (I ^ ~J) & F & (I ^ ~J) & (I ^ ~J) & F & I & (F ==> A) & (F ==> A) & I . What is F ?	F & (F ==> A) & (I ^ ~J) & I . What is F ?	F & (F ==> A) & (I ^ ~J) & I	True
I & I . What is I ?	I . What is I ?	I	True
(B ^ ~G) & E & J & (~J <=> ~I) & (~J <=> ~I) & E . What is E ?	(B ^ ~G) & E & J & (~J <=> ~I) . What is E ?	(B ^ ~G) & E & J & (~J <=> ~I)	True
~E & (A & I) & (E <=> J) & ~G & (~D ==> A) & ~E & ~G & (~D ==> A) & ~E . What is I ?	~E & (A & I) & (E <=> J) & ~G & (~D ==> A) . What is I ?	~E & (A & I) & (E <=> J) & ~G & (~D ==> A)	True
E & E & E . What is E ?	E . What is E ?	E	True
(~E & I) & ~E & B & (B <=> ~J) & (G & ~E) . What is ~E ?	(~E & I) & ~E & B & (B <=> ~J) & (G & ~E) . What is ~E ?	(~E & I) & ~E & B & (B <=> ~J) & (G & ~E)	True
~G & ~G . What is G ?	~G . What is G ?	~G	False
(G <=> ~C) & C & C & (~E & I) & C . What is ~E ?	(G <=> ~C) & C & (~E & I) . What is ~E ?	(G <=> ~C) & C & (~E & I)	True
~G . What is G ?	~G . What is G ?	~G	False
~I . What is ~I ?	~I . What is ~I ?	~I	True
F & F & (~D <=> G) & (~J & ~D) & (E ^ ~F) . What is ~J ?	F & (~D <=> G) & (~J & ~D) & (E ^ ~F) . What is ~J ?	F & (~D <=> G) & (~J & ~D) & (E ^ ~F)	True
(~G & J) & (F ==> A) & (F ==> A) & (~H & ~C) & F & (~G & J) & (~C & ~G) & (~C & ~G) . What is ~G ?	(~G & J) & (F ==> A) & (~H & ~C) & F & (~C & ~G) . What is ~G ?	(~G & J) & (F ==> A) & (~H & ~C) & F & (~C & ~G)	True
A & H & (G ^ H) & (G ^ H) & (~E ==> A) & H & A & (~E ==> A) & (G ^ H) & (~E ==> A) . What is ~A ?	A & H & (G ^ H) & (~E ==> A) . What is ~A ?	A & H & (G ^ H) & (~E ==> A)	False
F & (~B ==> ~I) & (~E & ~B) & (H ==> ~E) & (H ==> ~E) & (H ==> ~E) & (F | ~G) . What is B ?	F & (~B ==> ~I) & (~E & ~B) & (H ==> ~E) & (F | ~G) . What is B ?	F & (~B ==> ~I) & (~E & ~B) & (H ==> ~E) & (F | ~G)	False
(B <=> J) & I & I & I . What is I ?	(B <=> J) & I . What is I ?	(B <=> J) & I	True
(B ==> D) & (D & E) & (D & E) & ~J & (D & E) & ~J & (E ^ C) & (E ^ C) . What is E ?	(B ==> D) & (D & E) & ~J & (E ^ C) . What is E ?	(B ==> D) & (D & E) & ~J & (E ^ C)	True
(D ^ ~A) & ~A & (~C ==> ~E) & I & (~C ==> ~E) & (~C ==> ~E) . What is ~D ?	(D ^ ~A) & ~A & (~C ==> ~E) & I . What is ~D ?	(D ^ ~A) & ~A & (~C ==> ~E) & I	True
J & J & J . What is J ?	J . What is J ?	J	True
(~F & ~H) & (~F & ~H) & (~A | C) & (J ^ ~G) & ~H & (C ==> ~F) & ~I & ~H & ~H & (C ==> ~F) & (C ==> ~F) . What is H ?	(~F & ~H) & (~A | C) & (J ^ ~G) & ~H & (C ==> ~F) & ~I . What is H ?	(~F & ~H) & (~A | C) & (J ^ ~G) & ~H & (C ==> ~F) & ~I	False
(F ^ G) & (~B | F) & (E ==> ~B) & J & (~B | F) & J & (~B | F) . What is J ?	(F ^ G) & (~B | F) & (E ==> ~B) & J . What is J ?	(F ^ G) & (~B | F) & (E ==> ~B) & J	True
(B & F) & (B & F) & (B & F) & ~B & (E ^ B) . What is ~F ?	(B & F) & ~B & (E ^ B) . What is ~F ?	(B & F) & ~B & (E ^ B)	Contradictory
~C & (~F & ~B) & H & (G ^ ~C) & (G ^ ~C) & (G ^ ~C) & H & H . What is ~B ?	~C & (~F & ~B) & H & (G ^ ~C) . What is ~B ?	~C & (~F & ~B) & H & (G ^ ~C)	True
(~I ^ F) & (F <=> ~G) & (~I ^ F) & (~G & B) & (D <=> H) & (~G & B) & D & (F <=> ~G) . What is B ?	(~I ^ F) & (F <=> ~G) & (~G & B) & (D <=> H) & D . What is B ?	(~I ^ F) & (F <=> ~G) & (~G & B) & (D <=> H) & D	True
(~C ==> D) & I & (~J ^ ~C) & I & (~J ^ ~C) & I . What is ~C ?	(~C ==> D) & I & (~J ^ ~C) . What is ~C ?	(~C ==> D) & I & (~J ^ ~C)	Unknown HELP!
~H & (~J & I) & ~H & (~J & I) & (A | ~J) & (A | ~J) & (A | ~J) & (~H ==> ~B) & (~H ==> ~B) . What is ~J ?	~H & (~J & I) & (A | ~J) & (~H ==> ~B) . What is ~J ?	~H & (~J & I) & (A | ~J) & (~H ==> ~B)	True
I & (H & B) & (I & G) & (D & E) & (H & B) & (E & H) . What is ~D ?	I & (H & B) & (I & G) & (D & E) & (E & H) . What is ~D ?	I & (H & B) & (I & G) & (D & E) & (E & H)	False
B & G & (F <=> ~H) & (~H & G) & B & (F <=> ~H) & (F <=> ~H) & G & (B & ~I) & (B & ~I) & B . What is G ?	B & G & (F <=> ~H) & (~H & G) & (B & ~I) . What is G ?	B & G & (F <=> ~H) & (~H & G) & (B & ~I)	True
(D <=> ~B) & (~B ==> ~I) & (~B ==> ~I) & I . What is ~I ?	(D <=> ~B) & (~B ==> ~I) & I . What is ~I ?	(D <=> ~B) & (~B ==> ~I) & I	False
(~I <=> J) & (J ^ D) & (~I <=> J) & (J ^ D) . What is ~F ?	(~I <=> J) & (J ^ D) . What is ~F ?	(~I <=> J) & (J ^ D)	Unknown HELP!
~C & ~C & ~C . What is G ?	~C . What is G ?	~C	Unknown HELP!
~F & ~F & (~F | ~C) & ~F & (A & ~J) & (~F | ~C) & (D ^ A) & (D ^ A) & (~F | ~C) & (A & ~J) . What is ~D ?	~F & (~F | ~C) & (A & ~J) & (D ^ A) . What is ~D ?	~F & (~F | ~C) & (A & ~J) & (D ^ A)	True
(J & ~B) . What is B ?	(J & ~B) . What is B ?	(J & ~B)	False
~E . What is E ?	~E . What is E ?	~E	False
B & B . What is ~B ?	B . What is ~B ?	B	False
(~H & D) & (E & ~C) & (~C <=> ~H) & (E & ~C) & (~C <=> ~H) & (~C <=> ~H) & (~H & D) . What is ~D ?	(~H & D) & (E & ~C) & (~C <=> ~H) . What is ~D ?	(~H & D) & (E & ~C) & (~C <=> ~H)	False
(~F <=> ~G) & (~G & ~E) & ~G & (~F <=> ~G) & ~G & (I ^ ~F) & (~G & ~E) & ~G & (I ^ ~F) & (I ^ ~F) . What is ~F ?	(~F <=> ~G) & (~G & ~E) & ~G & (I ^ ~F) . What is ~F ?	(~F <=> ~G) & (~G & ~E) & ~G & (I ^ ~F)	True
(E <=> G) & I & (B | D) & G . What is E ?	(E <=> G) & I & (B | D) & G . What is E ?	(E <=> G) & I & (B | D) & G	True
F & (~E <=> ~F) & (~E <=> ~F) & (~B <=> I) & ~I & (~B <=> I) & (~B <=> I) & (H ^ ~E) & (H ^ ~E) & (H ^ ~E) . What is ~H ?	F & (~E <=> ~F) & (~B <=> I) & ~I & (H ^ ~E) . What is ~H ?	F & (~E <=> ~F) & (~B <=> I) & ~I & (H ^ ~E)	False
~E & ~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
(~B | ~C) & (H ^ D) & (~C | E) & ~J & (~B | ~C) & (~B | ~C) & (~A | ~B) & (H ^ D) & (H ^ D) & ~J & ~J . What is ~E ?	(~B | ~C) & (H ^ D) & (~C | E) & ~J & (~A | ~B) . What is ~E ?	(~B | ~C) & (H ^ D) & (~C | E) & ~J & (~A | ~B)	Unknown HELP!
(~H & E) & (F <=> ~H) & (E <=> ~G) & (F <=> ~H) . What is E ?	(~H & E) & (F <=> ~H) & (E <=> ~G) . What is E ?	(~H & E) & (F <=> ~H) & (E <=> ~G)	True
(F <=> ~A) & (B <=> F) & (~I | ~G) & (~A & ~J) & ~G & ~J & ~J & (~A & ~J) & (~A & ~J) & (~I | ~G) & ~G & ~G . What is ~J ?	(F <=> ~A) & (B <=> F) & (~I | ~G) & (~A & ~J) & ~G & ~J . What is ~J ?	(F <=> ~A) & (B <=> F) & (~I | ~G) & (~A & ~J) & ~G & ~J	True
(~A & ~F) & (~B <=> ~A) & (~C ^ ~B) & (~B <=> ~A) . What is ~B ?	(~A & ~F) & (~B <=> ~A) & (~C ^ ~B) . What is ~B ?	(~A & ~F) & (~B <=> ~A) & (~C ^ ~B)	True
(D | ~C) & ~C & (I & ~B) & ~C & ~C & (~G ^ I) . What is ~G ?	(D | ~C) & ~C & (I & ~B) & (~G ^ I) . What is ~G ?	(D | ~C) & ~C & (I & ~B) & (~G ^ I)	False
~J & B & (~B <=> ~F) & (~F | H) & (H | ~A) & (~F | H) & (H | ~A) & (~J ^ ~C) & B & B & (~B <=> ~F) & (~B <=> ~F) . What is ~H ?	~J & B & (~B <=> ~F) & (~F | H) & (H | ~A) & (~J ^ ~C) . What is ~H ?	~J & B & (~B <=> ~F) & (~F | H) & (H | ~A) & (~J ^ ~C)	False
(E | D) & (E | D) & ~E & ~E & (F <=> E) & (E | D) & ~E . What is F ?	(E | D) & ~E & (F <=> E) . What is F ?	(E | D) & ~E & (F <=> E)	False
~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
(G <=> F) & (~A ==> J) & (~A ==> J) & (F & ~A) & (~A ==> J) & (G <=> F) & (F & ~A) . What is ~A ?	(G <=> F) & (~A ==> J) & (F & ~A) . What is ~A ?	(G <=> F) & (~A ==> J) & (F & ~A)	True
(~A & I) & (B <=> ~A) & D & (~A & I) & (G ^ ~F) & (~A & I) . What is B ?	(~A & I) & (B <=> ~A) & D & (G ^ ~F) . What is B ?	(~A & I) & (B <=> ~A) & D & (G ^ ~F)	True
~D . What is D ?	~D . What is D ?	~D	False
(H ==> D) & (H ==> D) & ~G & (H ==> D) & ~G . What is ~H ?	(H ==> D) & ~G . What is ~H ?	(H ==> D) & ~G	Unknown HELP!
~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
(~G ==> F) & (~E & ~I) & (H & ~G) & (H & ~G) & (~E & ~I) & (~E & ~I) & ~I . What is H ?	(~G ==> F) & (~E & ~I) & (H & ~G) & ~I . What is H ?	(~G ==> F) & (~E & ~I) & (H & ~G) & ~I	True
~G & (G <=> ~I) & (G <=> ~I) & (G <=> ~I) & (~C & H) & ~G & E & E . What is H ?	~G & (G <=> ~I) & (~C & H) & E . What is H ?	~G & (G <=> ~I) & (~C & H) & E	True
(~J | ~G) & (~G ==> ~E) & (A <=> ~J) & (~G ==> ~E) & (~J | ~G) & ~G & (A <=> ~J) & ~G . What is E ?	(~J | ~G) & (~G ==> ~E) & (A <=> ~J) & ~G . What is E ?	(~J | ~G) & (~G ==> ~E) & (A <=> ~J) & ~G	False
~A & ~A . What is A ?	~A . What is A ?	~A	False
J & (A | E) & (A | E) & (~C | G) & ~A & ~A & (B <=> I) & J & (E & ~C) & (~C | G) & (E & ~C) & J . What is E ?	J & (A | E) & (~C | G) & ~A & (B <=> I) & (E & ~C) . What is E ?	J & (A | E) & (~C | G) & ~A & (B <=> I) & (E & ~C)	True
(I <=> ~F) & (~B | G) & ~G & ~G & (I <=> ~F) & (~B | G) & ~C & ~C & ~C . What is G ?	(I <=> ~F) & (~B | G) & ~G & ~C . What is G ?	(I <=> ~F) & (~B | G) & ~G & ~C	False
D & D & D . What is ~D ?	D . What is ~D ?	D	False
(~H & D) & (F <=> ~J) & (E <=> ~H) & F & F & F . What is ~H ?	(~H & D) & (F <=> ~J) & (E <=> ~H) & F . What is ~H ?	(~H & D) & (F <=> ~J) & (E <=> ~H) & F	True
E & E . What is E ?	E . What is E ?	E	True
(G ==> ~C) & (J ==> E) & ~D & F & F & (G ==> ~C) . What is ~D ?	(G ==> ~C) & (J ==> E) & ~D & F . What is ~D ?	(G ==> ~C) & (J ==> E) & ~D & F	True
I & (~H & G) & (~H & G) & (~E ==> ~I) & (~E ==> ~I) . What is ~G ?	I & (~H & G) & (~E ==> ~I) . What is ~G ?	I & (~H & G) & (~E ==> ~I)	False
(C <=> J) & (~A <=> H) & ~F & (~A <=> H) & ~C & ~C . What is A ?	(C <=> J) & (~A <=> H) & ~F & ~C . What is A ?	(C <=> J) & (~A <=> H) & ~F & ~C	Unknown HELP!
F & (J ^ B) & F & C & (~I ^ J) & (~I ^ J) & (A | ~F) & (C <=> ~I) & (~I ^ J) & (A | ~F) . What is C ?	F & (J ^ B) & C & (~I ^ J) & (A | ~F) & (C <=> ~I) . What is C ?	F & (J ^ B) & C & (~I ^ J) & (A | ~F) & (C <=> ~I)	True
H & (~I ^ H) & (~I ^ H) & (~I ^ H) & H . What is ~H ?	H & (~I ^ H) . What is ~H ?	H & (~I ^ H)	False
(~E | ~H) & ~E . What is E ?	(~E | ~H) & ~E . What is E ?	(~E | ~H) & ~E	False
A . What is ~A ?	A . What is ~A ?	A	False
(G ==> ~J) & G & (~I & ~A) & ~A & (~I & ~A) & ~A . What is J ?	(G ==> ~J) & G & (~I & ~A) & ~A . What is J ?	(G ==> ~J) & G & (~I & ~A) & ~A	False
~G & (J ^ ~G) & ~G & ~G . What is J ?	~G & (J ^ ~G) . What is J ?	~G & (J ^ ~G)	False
(G ^ B) & ~C & (~D & G) & (~E <=> ~C) & (G ^ B) & ~C & (G ^ B) & (~E <=> ~C) . What is D ?	(G ^ B) & ~C & (~D & G) & (~E <=> ~C) . What is D ?	(G ^ B) & ~C & (~D & G) & (~E <=> ~C)	False
A & A & A . What is ~A ?	A . What is ~A ?	A	False
~D & (A & ~F) & (A & ~F) & (A & ~F) . What is ~A ?	~D & (A & ~F) . What is ~A ?	~D & (A & ~F)	False
