(~I <=> D) & (~H <=> F) & (~I <=> D) & (~I <=> D) & H & H & (E & ~H) & H & I & (~H <=> F) & (~H <=> F) & (E & ~H) . What is ~E ?	(~I <=> D) & (~H <=> F) & H & (E & ~H) & I . What is ~E ?	(~I <=> D) & (~H <=> F) & H & (E & ~H) & I	Contradictory
(~B ==> A) & B & (H & ~J) & (H & ~J) & (H & ~J) & B & B & G & G & G . What is H ?	(~B ==> A) & B & (H & ~J) & G . What is H ?	(~B ==> A) & B & (H & ~J) & G	True
(~H | I) & (A <=> C) & (~H | I) & ~J & C & (A <=> C) & ~J & (~J ==> B) & (B ^ ~H) & C & ~J & (~J ==> B) . What is I ?	(~H | I) & (A <=> C) & ~J & C & (~J ==> B) & (B ^ ~H) . What is I ?	(~H | I) & (A <=> C) & ~J & C & (~J ==> B) & (B ^ ~H)	True
(~F ^ A) & (A | D) & (A | D) & (D & ~E) & (A | D) & (D & ~E) . What is ~E ?	(~F ^ A) & (A | D) & (D & ~E) . What is ~E ?	(~F ^ A) & (A | D) & (D & ~E)	True
~C & ~C & ~C . What is C ?	~C . What is C ?	~C	False
~A & ~A . What is A ?	~A . What is A ?	~A	False
B & (G ==> ~B) & (J | G) & (G ==> ~B) . What is ~J ?	B & (G ==> ~B) & (J | G) . What is ~J ?	B & (G ==> ~B) & (J | G)	False
E & (G & ~D) & ~I & (~D ^ ~B) & (G & ~D) & (G & ~D) & (~E <=> H) & (~D ^ ~B) & ~I & (~B ==> A) & (~B ==> A) & E & E & ~I . What is B ?	E & (G & ~D) & ~I & (~D ^ ~B) & (~E <=> H) & (~B ==> A) . What is B ?	E & (G & ~D) & ~I & (~D ^ ~B) & (~E <=> H) & (~B ==> A)	True
(~A & ~E) & (~A & ~E) & A . What is I ?	(~A & ~E) & A . What is I ?	(~A & ~E) & A	Contradictory
H & H & (J ==> ~H) . What is H ?	H & (J ==> ~H) . What is H ?	H & (J ==> ~H)	True
(~C ^ I) & (~C ^ I) & ~F & I & (~B ==> F) & ~F & ~F . What is B ?	(~C ^ I) & ~F & I & (~B ==> F) . What is B ?	(~C ^ I) & ~F & I & (~B ==> F)	True
~A & ~A & ~A . What is A ?	~A . What is A ?	~A	False
~I & ~I . What is ~E ?	~I . What is ~E ?	~I	Unknown HELP!
~I . What is ~I ?	~I . What is ~I ?	~I	True
~C & ~C & ~C & D & (~B ^ A) & D & (A | C) & (~I ^ ~J) & (~B ^ A) & D & (~B ^ A) . What is ~A ?	~C & D & (~B ^ A) & (A | C) & (~I ^ ~J) . What is ~A ?	~C & D & (~B ^ A) & (A | C) & (~I ^ ~J)	False
I & (C ==> A) & (C ==> A) & (A ==> E) & C & C & (I | ~H) & (A ==> E) . What is ~E ?	I & (C ==> A) & (A ==> E) & C & (I | ~H) . What is ~E ?	I & (C ==> A) & (A ==> E) & C & (I | ~H)	False
(~F ==> ~G) & (~F ==> ~G) & (~F ==> ~G) & (E ==> ~F) & E & E & (E ==> ~F) & (E ==> ~F) . What is ~G ?	(~F ==> ~G) & (E ==> ~F) & E . What is ~G ?	(~F ==> ~G) & (E ==> ~F) & E	True
G & (A & G) & (A & G) & (~D & A) & (~D & A) & (~D & A) & G & G . What is ~G ?	G & (A & G) & (~D & A) . What is ~G ?	G & (A & G) & (~D & A)	False
(J ==> C) & (~E | A) & A & A & A & (~E | A) & (~E | A) & ~C & (J ==> C) & ~C . What is ~A ?	(J ==> C) & (~E | A) & A & ~C . What is ~A ?	(J ==> C) & (~E | A) & A & ~C	False
~C . What is ~I ?	~C . What is ~I ?	~C	Unknown HELP!
~H & (~F <=> H) & ~H & (H ^ J) & (J | ~C) & ~H & (J | ~C) & (~F <=> H) & (~F <=> H) & (J | ~C) . What is ~H ?	~H & (~F <=> H) & (H ^ J) & (J | ~C) . What is ~H ?	~H & (~F <=> H) & (H ^ J) & (J | ~C)	True
(~J & I) & (~A ^ ~B) & (G | ~A) & (~A ^ ~B) & J & (~B ^ ~H) & (~J & I) & (G | ~A) & (G | ~A) . What is ~E ?	(~J & I) & (~A ^ ~B) & (G | ~A) & J & (~B ^ ~H) . What is ~E ?	(~J & I) & (~A ^ ~B) & (G | ~A) & J & (~B ^ ~H)	Contradictory
(~B ==> ~D) & (~B ==> ~D) & (~D & ~E) & (~A ==> ~B) & (~B ==> ~D) & (~A ==> ~B) . What is ~D ?	(~B ==> ~D) & (~D & ~E) & (~A ==> ~B) . What is ~D ?	(~B ==> ~D) & (~D & ~E) & (~A ==> ~B)	True
(~A ^ ~G) & (I & ~B) & (~A ^ ~G) & (~A ^ ~G) & (~B ==> ~C) & (~B ==> ~C) & ~I & (I & ~B) & (I & ~B) & (F ^ I) & D & ~I & D & (F ^ I) & (F ^ I) . What is B ?	(~A ^ ~G) & (I & ~B) & (~B ==> ~C) & ~I & (F ^ I) & D . What is B ?	(~A ^ ~G) & (I & ~B) & (~B ==> ~C) & ~I & (F ^ I) & D	Contradictory
I & (E ==> C) & I & (F ==> A) & J & J & J & (~D ==> E) & (~D ==> E) & (C ==> ~I) & (C ==> ~I) . What is E ?	I & (E ==> C) & (F ==> A) & J & (~D ==> E) & (C ==> ~I) . What is E ?	I & (E ==> C) & (F ==> A) & J & (~D ==> E) & (C ==> ~I)	False
A & (H | ~D) & (H | ~D) & D & A & A & (~C | ~I) & (~C | ~I) & (H | ~D) & D & D . What is ~A ?	A & (H | ~D) & D & (~C | ~I) . What is ~A ?	A & (H | ~D) & D & (~C | ~I)	False
E & E . What is E ?	E . What is E ?	E	True
(G & H) & ~H & (F | ~B) & (F | ~B) . What is ~D ?	(G & H) & ~H & (F | ~B) . What is ~D ?	(G & H) & ~H & (F | ~B)	Contradictory
(~J | ~G) & G & (~E & ~H) & (~J | ~G) & (~E & ~H) & (~H ^ ~I) & (~J | ~G) & (~H ^ ~I) & (~H ^ ~I) . What is H ?	(~J | ~G) & G & (~E & ~H) & (~H ^ ~I) . What is H ?	(~J | ~G) & G & (~E & ~H) & (~H ^ ~I)	False
E & E . What is ~E ?	E . What is ~E ?	E	False
(~E ==> ~F) & (B ^ A) & (~E ==> ~F) & (B ^ A) & B & (~F ^ ~C) & (~C & ~J) & (~C & ~J) & (~F ^ ~C) . What is ~J ?	(~E ==> ~F) & (B ^ A) & B & (~F ^ ~C) & (~C & ~J) . What is ~J ?	(~E ==> ~F) & (B ^ A) & B & (~F ^ ~C) & (~C & ~J)	True
(A <=> C) & (~I <=> A) & D & (G & ~I) & (G & ~I) & (~I <=> A) & (~I <=> A) & G & D & (~H ==> D) & (~H ==> D) & D . What is A ?	(A <=> C) & (~I <=> A) & D & (G & ~I) & G & (~H ==> D) . What is A ?	(A <=> C) & (~I <=> A) & D & (G & ~I) & G & (~H ==> D)	True
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(I <=> ~F) & H & ~G & (~F ==> ~G) & H & (E ==> H) & (E ==> H) & (E ==> H) & (I <=> ~F) & H & (I <=> ~F) & (~F ==> ~G) & ~G & (~F ==> ~G) . What is ~G ?	(I <=> ~F) & H & ~G & (~F ==> ~G) & (E ==> H) . What is ~G ?	(I <=> ~F) & H & ~G & (~F ==> ~G) & (E ==> H)	True
(~E & ~D) & (~H | ~A) & H & ~J & ~J & (~D | ~J) & H & H . What is D ?	(~E & ~D) & (~H | ~A) & H & ~J & (~D | ~J) . What is D ?	(~E & ~D) & (~H | ~A) & H & ~J & (~D | ~J)	False
(~A <=> G) & (~F ==> ~A) & G & (~H | ~F) & (~H | ~F) & (~H | ~F) & (~F ==> ~A) & (~A <=> G) . What is G ?	(~A <=> G) & (~F ==> ~A) & G & (~H | ~F) . What is G ?	(~A <=> G) & (~F ==> ~A) & G & (~H | ~F)	True
G & (G ^ ~J) & (~J <=> C) & (G ^ ~J) & (~J <=> C) & (G ^ ~J) & (~J <=> C) . What is D ?	G & (G ^ ~J) & (~J <=> C) . What is D ?	G & (G ^ ~J) & (~J <=> C)	Unknown HELP!
(C | ~F) & (C | ~F) & ~H & ~H & ~H . What is H ?	(C | ~F) & ~H . What is H ?	(C | ~F) & ~H	False
~D & (D ^ ~C) & (~F ^ ~E) & (G | D) & (G | D) & ~F & ~D & (~F ^ ~E) & (D ^ ~C) & (D ^ ~C) . What is ~C ?	~D & (D ^ ~C) & (~F ^ ~E) & (G | D) & ~F . What is ~C ?	~D & (D ^ ~C) & (~F ^ ~E) & (G | D) & ~F	True
~F . What is F ?	~F . What is F ?	~F	False
(D & C) & (D & C) . What is ~C ?	(D & C) . What is ~C ?	(D & C)	False
E & (G & ~F) & H & (H <=> ~A) & H & (H <=> ~A) . What is E ?	E & (G & ~F) & H & (H <=> ~A) . What is E ?	E & (G & ~F) & H & (H <=> ~A)	True
(~F & H) & (~D <=> J) & (H ^ ~D) & (~F & H) & (H ^ ~D) & A & (~D <=> J) & (~D <=> J) . What is D ?	(~F & H) & (~D <=> J) & (H ^ ~D) & A . What is D ?	(~F & H) & (~D <=> J) & (H ^ ~D) & A	True
C & C . What is C ?	C . What is C ?	C	True
(C <=> A) & (A <=> E) & (C <=> A) & (F & C) & ~J & (A <=> E) & (~H ^ ~D) & (~H ^ ~D) & (~H ^ ~D) . What is ~E ?	(C <=> A) & (A <=> E) & (F & C) & ~J & (~H ^ ~D) . What is ~E ?	(C <=> A) & (A <=> E) & (F & C) & ~J & (~H ^ ~D)	False
B & (G <=> ~B) & B & (J ^ ~H) & (J ^ ~H) & (~D ^ G) & H & (~D ^ G) . What is G ?	B & (G <=> ~B) & (J ^ ~H) & (~D ^ G) & H . What is G ?	B & (G <=> ~B) & (J ^ ~H) & (~D ^ G) & H	False
I & I . What is I ?	I . What is I ?	I	True
I . What is I ?	I . What is I ?	I	True
F . What is ~F ?	F . What is ~F ?	F	False
(~J <=> ~E) & (~B & ~J) & (~B & ~J) & ~D & (~B & ~J) & (~J <=> ~E) & ~G & ~G & (~F ^ ~H) . What is ~J ?	(~J <=> ~E) & (~B & ~J) & ~D & ~G & (~F ^ ~H) . What is ~J ?	(~J <=> ~E) & (~B & ~J) & ~D & ~G & (~F ^ ~H)	True
F . What is ~F ?	F . What is ~F ?	F	False
(~B ==> D) & ~G & (~I | G) & (~B ==> D) & (~B ==> D) & (~J & ~B) & (~J & ~B) & (~J & ~B) & (D <=> F) & (D <=> F) & (D <=> F) . What is ~F ?	(~B ==> D) & ~G & (~I | G) & (~J & ~B) & (D <=> F) . What is ~F ?	(~B ==> D) & ~G & (~I | G) & (~J & ~B) & (D <=> F)	False
(F & E) . What is ~F ?	(F & E) . What is ~F ?	(F & E)	False
(~G ==> ~H) & ~B & ~A & ~A & ~A & (B ^ F) & (B ^ F) . What is B ?	(~G ==> ~H) & ~B & ~A & (B ^ F) . What is B ?	(~G ==> ~H) & ~B & ~A & (B ^ F)	False
~H & ~H & ~H & (B ==> G) & (B ==> G) & (B ==> G) . What is H ?	~H & (B ==> G) . What is H ?	~H & (B ==> G)	False
(E <=> ~J) & (~J | ~I) & (~I & ~C) & (~J | ~I) & (~I & ~C) & (E <=> ~J) & (~J | ~I) & (E <=> ~J) . What is C ?	(E <=> ~J) & (~J | ~I) & (~I & ~C) . What is C ?	(E <=> ~J) & (~J | ~I) & (~I & ~C)	False
~I & (~H <=> G) & (~H <=> G) & ~I & (G & ~E) & (~E ^ ~J) & (G & ~E) & (~E ^ ~J) & (~E ^ ~J) . What is ~H ?	~I & (~H <=> G) & (G & ~E) & (~E ^ ~J) . What is ~H ?	~I & (~H <=> G) & (G & ~E) & (~E ^ ~J)	True
(I ==> ~A) & A & A & (J ==> ~G) & (I ==> ~A) & A & G & (I ==> ~A) & G & G . What is ~J ?	(I ==> ~A) & A & (J ==> ~G) & G . What is ~J ?	(I ==> ~A) & A & (J ==> ~G) & G	True
~G & ~G & ~G . What is ~G ?	~G . What is ~G ?	~G	True
A & A & (A ^ I) & (I ^ ~G) & (A ^ I) . What is ~I ?	A & (A ^ I) & (I ^ ~G) . What is ~I ?	A & (A ^ I) & (I ^ ~G)	True
(~A & ~H) & ~A & (~H <=> ~J) & (~H <=> ~J) & (~H <=> ~J) & ~A . What is A ?	(~A & ~H) & ~A & (~H <=> ~J) . What is A ?	(~A & ~H) & ~A & (~H <=> ~J)	False
(~C ^ B) & ~B & H & H & (E ==> ~H) & ~B & (~H & F) & (F ^ ~G) & (~H & F) & (F ^ ~G) & (~C ^ B) & (~C ^ B) . What is F ?	(~C ^ B) & ~B & H & (E ==> ~H) & (~H & F) & (F ^ ~G) . What is F ?	(~C ^ B) & ~B & H & (E ==> ~H) & (~H & F) & (F ^ ~G)	Contradictory
(D ==> E) & (E ==> ~J) & ~B & (D ==> E) & (~J ==> ~B) & (~J ==> ~B) . What is A ?	(D ==> E) & (E ==> ~J) & ~B & (~J ==> ~B) . What is A ?	(D ==> E) & (E ==> ~J) & ~B & (~J ==> ~B)	Unknown HELP!
(E <=> ~J) & (I | E) & ~G & (E <=> ~J) & ~E & (F ^ ~C) . What is ~J ?	(E <=> ~J) & (I | E) & ~G & ~E & (F ^ ~C) . What is ~J ?	(E <=> ~J) & (I | E) & ~G & ~E & (F ^ ~C)	False
(~E ==> ~A) & (~A ^ ~G) & ~G & ~G & (~A ^ ~G) & (~A ^ ~G) . What is E ?	(~E ==> ~A) & (~A ^ ~G) & ~G . What is E ?	(~E ==> ~A) & (~A ^ ~G) & ~G	True
(H | A) & (~C ==> H) & (I ^ ~C) & (~E <=> J) & (~E <=> J) & (I ^ ~C) & J & (H | A) & J & J . What is C ?	(H | A) & (~C ==> H) & (I ^ ~C) & (~E <=> J) & J . What is C ?	(H | A) & (~C ==> H) & (I ^ ~C) & (~E <=> J) & J	Unknown HELP!
I . What is ~I ?	I . What is ~I ?	I	False
J & (E | H) & ~E & (~J & C) & (F ^ ~G) & (E | H) & (~J & C) & (F ^ ~G) & (E | H) & (~G ^ E) & (F ^ ~G) & J & J . What is B ?	J & (E | H) & ~E & (~J & C) & (F ^ ~G) & (~G ^ E) . What is B ?	J & (E | H) & ~E & (~J & C) & (F ^ ~G) & (~G ^ E)	Contradictory
~I & (~C & I) & (~C & I) . What is I ?	~I & (~C & I) . What is I ?	~I & (~C & I)	Contradictory
(G <=> J) & (E & G) & (E & G) . What is ~E ?	(G <=> J) & (E & G) . What is ~E ?	(G <=> J) & (E & G)	False
(H <=> ~D) & (H <=> ~D) . What is ~J ?	(H <=> ~D) . What is ~J ?	(H <=> ~D)	Unknown HELP!
~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
E & (H ==> ~D) & (~F | H) & (H ==> ~D) & E & (H ==> ~D) & (G ^ E) & (G ^ E) & (G ^ E) & E . What is ~D ?	E & (H ==> ~D) & (~F | H) & (G ^ E) . What is ~D ?	E & (H ==> ~D) & (~F | H) & (G ^ E)	Unknown HELP!
(D & ~F) & ~H & F & (~C & D) & (B ==> ~C) & (B ==> ~C) & (B ==> ~C) & (~I | J) & (D & ~F) & F & ~H & ~H & F . What is ~B ?	(D & ~F) & ~H & F & (~C & D) & (B ==> ~C) & (~I | J) . What is ~B ?	(D & ~F) & ~H & F & (~C & D) & (B ==> ~C) & (~I | J)	Contradictory
(~F | ~C) & (H | D) & (H | D) & (~I ==> H) & (H | D) & (~F | ~C) & C & (~I ==> H) & (~I ==> H) . What is ~D ?	(~F | ~C) & (H | D) & (~I ==> H) & C . What is ~D ?	(~F | ~C) & (H | D) & (~I ==> H) & C	Unknown HELP!
~A . What is A ?	~A . What is A ?	~A	False
E & (G ^ ~F) & (G ^ ~F) & (G ^ ~F) & ~I & (A | ~J) & (~C ^ A) & (A | ~J) & (~J | B) & (~C ^ A) & (~J | B) & (~J | B) . What is ~I ?	E & (G ^ ~F) & ~I & (A | ~J) & (~C ^ A) & (~J | B) . What is ~I ?	E & (G ^ ~F) & ~I & (A | ~J) & (~C ^ A) & (~J | B)	True
~C & ~C & (~E ==> ~C) & ~C . What is C ?	~C & (~E ==> ~C) . What is C ?	~C & (~E ==> ~C)	False
(H | A) & B & (F & G) & (B | ~C) & B & B & ~H & ~H & (G ^ H) & (G ^ H) & (G ^ H) & ~H . What is ~F ?	(H | A) & B & (F & G) & (B | ~C) & ~H & (G ^ H) . What is ~F ?	(H | A) & B & (F & G) & (B | ~C) & ~H & (G ^ H)	False
(I | ~G) & (E & C) & (~F | J) & (~F | J) & (~G <=> E) & (I | ~G) & (~F | J) & (E & C) & (E & C) & F . What is G ?	(I | ~G) & (E & C) & (~F | J) & (~G <=> E) & F . What is G ?	(I | ~G) & (E & C) & (~F | J) & (~G <=> E) & F	False
(~B ^ J) & ~B & (J <=> G) & (~B ^ J) . What is ~J ?	(~B ^ J) & ~B & (J <=> G) . What is ~J ?	(~B ^ J) & ~B & (J <=> G)	True
(~G <=> ~E) & F & (~E | ~J) & (H ^ D) & (~C <=> ~G) & (~G <=> ~E) & (~E | ~J) & (~E | ~J) & (~C <=> ~G) & (~C <=> ~G) . What is ~C ?	(~G <=> ~E) & F & (~E | ~J) & (H ^ D) & (~C <=> ~G) . What is ~C ?	(~G <=> ~E) & F & (~E | ~J) & (H ^ D) & (~C <=> ~G)	Unknown HELP!
(~H <=> B) & ~F & I & (~H <=> B) & ~F & I & (~C <=> ~G) & (~G <=> I) . What is C ?	(~H <=> B) & ~F & I & (~C <=> ~G) & (~G <=> I) . What is C ?	(~H <=> B) & ~F & I & (~C <=> ~G) & (~G <=> I)	False
~H & (J <=> D) & (F <=> ~E) & (J <=> D) & (~I <=> ~H) & J & J & J & (~I <=> ~H) & (~E & ~I) & (~E & ~I) & (~E & ~I) & (~I <=> ~H) . What is ~I ?	~H & (J <=> D) & (F <=> ~E) & (~I <=> ~H) & J & (~E & ~I) . What is ~I ?	~H & (J <=> D) & (F <=> ~E) & (~I <=> ~H) & J & (~E & ~I)	True
(~B <=> ~G) & G & (~I <=> ~D) & (~D ==> A) & (~I <=> ~D) & G & G & (~D ==> A) & (~D ==> A) & (~E & ~I) & (~E & ~I) . What is ~D ?	(~B <=> ~G) & G & (~I <=> ~D) & (~D ==> A) & (~E & ~I) . What is ~D ?	(~B <=> ~G) & G & (~I <=> ~D) & (~D ==> A) & (~E & ~I)	True
(~A | ~D) & A & E & (~A | ~D) & (I & ~F) & E & (H ==> ~E) & A & (~F <=> H) & E & (H ==> ~E) & (~A | ~D) . What is I ?	(~A | ~D) & A & E & (I & ~F) & (H ==> ~E) & (~F <=> H) . What is I ?	(~A | ~D) & A & E & (I & ~F) & (H ==> ~E) & (~F <=> H)	Contradictory
(C & ~G) & (C & ~G) & (F & B) & (B | C) & (F & B) & (F & B) & (B | C) . What is F ?	(C & ~G) & (F & B) & (B | C) . What is F ?	(C & ~G) & (F & B) & (B | C)	True
~C & (~C ==> J) & (E | ~C) & (E | ~C) & (E | ~C) & (J | ~H) & (J | ~H) & (~C ==> J) & (~C ==> J) . What is ~C ?	~C & (~C ==> J) & (E | ~C) & (J | ~H) . What is ~C ?	~C & (~C ==> J) & (E | ~C) & (J | ~H)	True
(C <=> A) & (C <=> A) & (B ==> C) & (C <=> A) & (~F ^ B) & (~F ^ B) & (B ==> C) & (B ==> C) . What is B ?	(C <=> A) & (B ==> C) & (~F ^ B) . What is B ?	(C <=> A) & (B ==> C) & (~F ^ B)	Unknown HELP!
(F & G) & (F & G) . What is G ?	(F & G) . What is G ?	(F & G)	True
(G ==> ~C) & ~A & (B | G) & (G ==> ~C) & (B | G) & ~A & (~A <=> B) & (~A <=> B) & (~A <=> B) . What is A ?	(G ==> ~C) & ~A & (B | G) & (~A <=> B) . What is A ?	(G ==> ~C) & ~A & (B | G) & (~A <=> B)	False
I . What is ~I ?	I . What is ~I ?	I	False
(~G ==> ~D) & (~D & B) & (~G ==> ~D) & ~H & ~H & (~J & ~G) . What is J ?	(~G ==> ~D) & (~D & B) & ~H & (~J & ~G) . What is J ?	(~G ==> ~D) & (~D & B) & ~H & (~J & ~G)	False
 . What is D ?	 . What is D ?		Unknown HELP!
B & B & (~A ==> ~D) & (~G ^ ~C) & (~A ==> ~D) & (~G ^ ~C) & A & A & B & (~J & ~G) & A & (~J & ~G) & (~J & ~G) . What is J ?	B & (~A ==> ~D) & (~G ^ ~C) & A & (~J & ~G) . What is J ?	B & (~A ==> ~D) & (~G ^ ~C) & A & (~J & ~G)	False
J & (J ^ ~B) & (J ^ ~B) & (F & J) & (F & J) . What is J ?	J & (J ^ ~B) & (F & J) . What is J ?	J & (J ^ ~B) & (F & J)	True
(~D ==> ~B) & C & ~I & (H ==> F) . What is ~C ?	(~D ==> ~B) & C & ~I & (H ==> F) . What is ~C ?	(~D ==> ~B) & C & ~I & (H ==> F)	False
A & (G <=> ~H) & A & (A ^ G) & (A ^ G) & (A ^ G) . What is ~A ?	A & (G <=> ~H) & (A ^ G) . What is ~A ?	A & (G <=> ~H) & (A ^ G)	False
(~F ^ ~G) & (~F ^ ~G) & (~G & ~H) & ~G & (~G & ~H) & (~H ==> ~C) & (~F ^ ~G) . What is ~F ?	(~F ^ ~G) & (~G & ~H) & ~G & (~H ==> ~C) . What is ~F ?	(~F ^ ~G) & (~G & ~H) & ~G & (~H ==> ~C)	False
D & D . What is D ?	D . What is D ?	D	True
(~C ==> ~G) & G . What is C ?	(~C ==> ~G) & G . What is C ?	(~C ==> ~G) & G	True
~H & (~G ^ ~D) & (~I ^ ~G) & (C | H) & ~H . What is G ?	~H & (~G ^ ~D) & (~I ^ ~G) & (C | H) . What is G ?	~H & (~G ^ ~D) & (~I ^ ~G) & (C | H)	Unknown HELP!
~F & I & ~F & I & (H & ~C) & I & (~B ^ I) & (G ^ H) & (G ^ H) . What is ~C ?	~F & I & (H & ~C) & (~B ^ I) & (G ^ H) . What is ~C ?	~F & I & (H & ~C) & (~B ^ I) & (G ^ H)	True
(B | F) & (F <=> E) & F & F . What is ~E ?	(B | F) & (F <=> E) & F . What is ~E ?	(B | F) & (F <=> E) & F	False
(F ==> ~E) & C & (F ==> ~E) & (~A & ~D) & C & (~A & ~D) & (~A & ~D) & (F ==> ~E) & ~G & ~G & ~G . What is D ?	(F ==> ~E) & C & (~A & ~D) & ~G . What is D ?	(F ==> ~E) & C & (~A & ~D) & ~G	False
(~H & ~D) & (F ^ C) & ~D & ~D & (I ^ ~A) & (F ^ C) & (I ^ ~A) & (C & I) . What is F ?	(~H & ~D) & (F ^ C) & ~D & (I ^ ~A) & (C & I) . What is F ?	(~H & ~D) & (F ^ C) & ~D & (I ^ ~A) & (C & I)	False
A & A & A . What is ~A ?	A . What is ~A ?	A	False
H & H . What is H ?	H . What is H ?	H	True
~A & ~A . What is H ?	~A . What is H ?	~A	Unknown HELP!
~C & ~C . What is ~C ?	~C . What is ~C ?	~C	True
A & A . What is A ?	A . What is A ?	A	True
(B & ~H) & H & H & (G & B) & (~H ^ ~A) & (~H ^ ~A) & (G & B) & (G & B) & H . What is B ?	(B & ~H) & H & (G & B) & (~H ^ ~A) . What is B ?	(B & ~H) & H & (G & B) & (~H ^ ~A)	Contradictory
(~D & F) & (~D & F) & D & (F & ~I) & D & (~G | E) & D & (~G | E) & (~D & F) & ~C & ~C . What is ~H ?	(~D & F) & D & (F & ~I) & (~G | E) & ~C . What is ~H ?	(~D & F) & D & (F & ~I) & (~G | E) & ~C	Contradictory
A & (H ==> E) & (H ==> E) . What is A ?	A & (H ==> E) . What is A ?	A & (H ==> E)	True
J . What is J ?	J . What is J ?	J	True
J & (~G | E) & (~G | E) & (~G | E) & J & (~J & D) & (~J & D) & (E | ~I) & (~J & D) . What is E ?	J & (~G | E) & (~J & D) & (E | ~I) . What is E ?	J & (~G | E) & (~J & D) & (E | ~I)	Contradictory
(~D & ~J) & A & (~D & ~J) & (~D & ~J) & (~B ==> ~A) & (~B ==> ~A) . What is J ?	(~D & ~J) & A & (~B ==> ~A) . What is J ?	(~D & ~J) & A & (~B ==> ~A)	False
C & C & C . What is D ?	C . What is D ?	C	Unknown HELP!
~G & (D ==> G) & (E & ~I) & (J <=> ~C) & (E & ~I) & (D ==> G) & (~I ^ J) & (J <=> ~C) & (~I ^ J) . What is ~I ?	~G & (D ==> G) & (E & ~I) & (J <=> ~C) & (~I ^ J) . What is ~I ?	~G & (D ==> G) & (E & ~I) & (J <=> ~C) & (~I ^ J)	True
B & (G <=> B) & J & (G <=> B) & (G <=> B) & J & (J ==> ~D) & J & (J ==> ~D) . What is ~B ?	B & (G <=> B) & J & (J ==> ~D) . What is ~B ?	B & (G <=> B) & J & (J ==> ~D)	False
(~F ==> ~C) & (H <=> I) & (~F ==> ~C) & G & G & ~C & (J | ~G) & (I ^ J) & (I ^ J) . What is G ?	(~F ==> ~C) & (H <=> I) & G & ~C & (J | ~G) & (I ^ J) . What is G ?	(~F ==> ~C) & (H <=> I) & G & ~C & (J | ~G) & (I ^ J)	True
~C & (C <=> A) & ~C . What is ~C ?	~C & (C <=> A) . What is ~C ?	~C & (C <=> A)	True
(D ^ G) & ~B & (~J ==> ~E) & (~J ==> ~E) & (~J ==> ~E) & (G ^ ~J) & (~A | B) & (~A | B) & (~A | B) & (G ^ ~J) & (G ^ ~J) . What is J ?	(D ^ G) & ~B & (~J ==> ~E) & (G ^ ~J) & (~A | B) . What is J ?	(D ^ G) & ~B & (~J ==> ~E) & (G ^ ~J) & (~A | B)	Unknown HELP!
(J | ~G) & (J | ~G) & (J | ~G) & (C <=> ~B) & (C <=> ~B) & ~C & (C <=> ~B) & G . What is G ?	(J | ~G) & (C <=> ~B) & ~C & G . What is G ?	(J | ~G) & (C <=> ~B) & ~C & G	True
(G & D) & (~H ^ F) & ~C & ~C & E & (F | J) & (~H ^ F) & (~H ^ F) & (F | J) & ~C . What is C ?	(G & D) & (~H ^ F) & ~C & E & (F | J) . What is C ?	(G & D) & (~H ^ F) & ~C & E & (F | J)	False
C & (~C <=> ~F) & (~C <=> ~F) & (~C <=> ~F) . What is ~C ?	C & (~C <=> ~F) . What is ~C ?	C & (~C <=> ~F)	False
(~H & F) & ~D & ~D . What is H ?	(~H & F) & ~D . What is H ?	(~H & F) & ~D	False
I & (~G ^ E) & ~E & (I ==> ~D) & (I ==> ~D) & I & ~E & I & ~E . What is ~D ?	I & (~G ^ E) & ~E & (I ==> ~D) . What is ~D ?	I & (~G ^ E) & ~E & (I ==> ~D)	True
~H . What is ~H ?	~H . What is ~H ?	~H	True
J & J . What is ~J ?	J . What is ~J ?	J	False
(A & H) . What is A ?	(A & H) . What is A ?	(A & H)	True
~I & (~I & G) & (~I & G) . What is G ?	~I & (~I & G) . What is G ?	~I & (~I & G)	True
(F & A) & (I | ~B) & (~D & ~C) & ~J & ~J & ~D & ~J & (~D & ~C) & (I | ~B) & (I | ~B) & (~D & ~C) & (~C | I) & (~C | I) . What is ~D ?	(F & A) & (I | ~B) & (~D & ~C) & ~J & ~D & (~C | I) . What is ~D ?	(F & A) & (I | ~B) & (~D & ~C) & ~J & ~D & (~C | I)	True
(C | E) & H & (H ==> C) & H . What is C ?	(C | E) & H & (H ==> C) . What is C ?	(C | E) & H & (H ==> C)	True
B . What is B ?	B . What is B ?	B	True
C . What is C ?	C . What is C ?	C	True
(~A & ~G) & (~E ^ J) & (~E ^ J) & (~G & ~E) & (~G & ~E) . What is ~G ?	(~A & ~G) & (~E ^ J) & (~G & ~E) . What is ~G ?	(~A & ~G) & (~E ^ J) & (~G & ~E)	True
(H & C) & (~G ^ ~E) & (~E ^ H) & (~G ^ ~E) & (~E ^ H) & (~G ^ ~E) . What is ~H ?	(H & C) & (~G ^ ~E) & (~E ^ H) . What is ~H ?	(H & C) & (~G ^ ~E) & (~E ^ H)	False
